<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.08.03	09:03:07.998			179255	5.00000000	56
2026.08.03	09:03:08.001			179250	9.00000000	56
2026.08.03	09:03:08.001			179260	1.00000000	56
2026.08.03	09:03:08.002			179245	1.00000000	56
2026.08.03	09:03:08.003			179250	1.00000000	56
2026.08.03	09:03:08.003			179240	12.00000000	56
2026.08.03	09:03:08.005			179245	1.00000000	56
2026.08.03	09:03:08.005			179235	2.00000000	56
2026.08.03	09:03:08.005			179240	1.00000000	56
2026.08.03	09:03:08.008			179235	1.00000000	56
2026.08.03	09:03:08.009			179240	3.00000000	56
2026.08.03	09:03:08.010			179245	2.00000000	56
2026.08.03	09:03:08.014			179245	2.00000000	56
2026.08.03	09:03:08.014			179235	3.00000000	56
2026.08.03	09:03:08.019			179245	1.00000000	56
2026.08.03	09:03:08.019			179240	6.00000000	56
2026.08.03	09:03:08.020			179235	1.00000000	56
2026.08.03	09:03:08.023			179245	13.00000000	56
2026.08.03	09:03:08.024			179235	1.00000000	56
2026.08.03	09:03:08.024			179245	6.00000000	56
2026.08.03	09:03:08.024			179250	6.00000000	56
2026.08.03	09:03:08.025			179255	2.00000000	56
2026.08.03	09:03:08.025			179250	3.00000000	56
2026.08.03	09:03:08.025			179260	1.00000000	56
2026.08.03	09:03:08.027			179255	22.00000000	56
2026.08.03	09:03:08.027			179250	57.00000000	56
2026.08.03	09:03:08.027			179245	90.00000000	56
2026.08.03	09:03:08.027			179240	1.00000000	56
2026.08.03	09:03:08.027			179240	30.00000000	56
2026.08.03	09:03:08.027			179255	3.00000000	56
2026.08.03	09:03:08.028			179250	1.00000000	56
2026.08.03	09:03:08.028			179245	13.00000000	56
2026.08.03	09:03:08.028			179240	2.00000000	56
2026.08.03	09:03:08.028			179235	3.00000000	56
2026.08.03	09:03:08.029			179240	2.00000000	56
2026.08.03	09:03:08.029			179235	7.00000000	56
2026.08.03	09:03:08.030			179230	3.00000000	56
2026.08.03	09:03:08.030			179225	19.00000000	56
2026.08.03	09:03:08.032			179220	4.00000000	56
2026.08.03	09:03:08.032			179220	26.00000000	56
2026.08.03	09:03:08.032			179215	14.00000000	56
2026.08.03	09:03:08.032			179220	2.00000000	56
2026.08.03	09:03:08.033			179225	4.00000000	56
2026.08.03	09:03:08.033			179225	16.00000000	56
2026.08.03	09:03:08.033			179220	6.00000000	56
2026.08.03	09:03:08.033			179225	15.00000000	56
2026.08.03	09:03:08.034			179220	9.00000000	56
2026.08.03	09:03:08.034			179225	2.00000000	56
2026.08.03	09:03:08.037			179215	1.00000000	56
2026.08.03	09:03:08.037			179220	13.00000000	56
2026.08.03	09:03:08.038			179215	3.00000000	56
2026.08.03	09:03:08.038			179220	4.00000000	56
2026.08.03	09:03:08.039			179225	9.00000000	56
2026.08.03	09:03:08.039			179230	8.00000000	56
2026.08.03	09:03:08.039			179235	46.00000000	56
2026.08.03	09:03:08.039			179225	2.00000000	56
2026.08.03	09:03:08.040			179235	7.00000000	56
2026.08.03	09:03:08.042			179240	1.00000000	56
2026.08.03	09:03:08.043			179235	1.00000000	56
2026.08.03	09:03:08.044			179240	1.00000000	56
2026.08.03	09:03:08.044			179235	4.00000000	56
2026.08.03	09:03:08.049			179240	1.00000000	56
2026.08.03	09:03:08.049			179235	5.00000000	56
2026.08.03	09:03:08.050			179240	4.00000000	56
2026.08.03	09:03:08.050			179235	9.00000000	56
2026.08.03	09:03:08.051			179230	1.00000000	56
2026.08.03	09:03:08.052			179230	9.00000000	56
2026.08.03	09:03:08.053			179225	10.00000000	56
2026.08.03	09:03:08.054			179230	3.00000000	56
2026.08.03	09:03:08.055			179225	5.00000000	56
2026.08.03	09:03:08.057			179230	3.00000000	56
2026.08.03	09:03:08.061			179225	5.00000000	56
2026.08.03	09:03:08.062			179220	6.00000000	56
2026.08.03	09:03:08.062			179225	4.00000000	56
2026.08.03	09:03:08.064			179220	5.00000000	56
2026.08.03	09:03:08.065			179225	6.00000000	56
2026.08.03	09:03:08.066			179220	3.00000000	56
2026.08.03	09:03:08.066			179225	20.00000000	56
2026.08.03	09:03:08.066			179220	8.00000000	56
2026.08.03	09:03:08.066			179225	7.00000000	56
2026.08.03	09:03:08.067			179230	13.00000000	56
2026.08.03	09:03:08.068			179235	11.00000000	56
2026.08.03	09:03:08.068			179240	3.00000000	56
2026.08.03	09:03:08.074			179235	22.00000000	56
2026.08.03	09:03:08.079			179230	2.00000000	56
2026.08.03	09:03:08.079			179235	1.00000000	56
2026.08.03	09:03:08.080			179230	19.00000000	56
2026.08.03	09:03:08.084			179225	31.00000000	56
2026.08.03	09:03:08.088			179230	34.00000000	56
2026.08.03	09:03:08.090			179225	5.00000000	56
2026.08.03	09:03:08.091			179230	1.00000000	56
2026.08.03	09:03:08.093			179225	1.00000000	56
2026.08.03	09:03:08.095			179230	3.00000000	56
2026.08.03	09:03:08.096			179225	1.00000000	56
2026.08.03	09:03:08.096			179225	1.00000000	56
2026.08.03	09:03:08.102			179230	1.00000000	56
2026.08.03	09:03:08.104			179225	11.00000000	56
2026.08.03	09:03:08.110			179230	3.00000000	56
2026.08.03	09:03:08.111			179225	18.00000000	56
2026.08.03	09:03:08.113			179225	5.00000000	56
2026.08.03	09:03:08.114			179230	1.00000000	56
2026.08.03	09:03:08.115			179225	10.00000000	56
2026.08.03	09:03:08.115			179230	1.00000000	56
2026.08.03	09:03:08.115			179225	42.00000000	56
2026.08.03	09:03:08.118			179220	5.00000000	56
2026.08.03	09:03:08.118			179225	30.00000000	56
2026.08.03	09:03:08.122			179230	15.00000000	56
2026.08.03	09:03:08.126			179225	9.00000000	56
2026.08.03	09:03:08.133			179220	4.00000000	56
2026.08.03	09:03:08.134			179225	4.00000000	56
2026.08.03	09:03:08.136			179215	67.00000000	56
2026.08.03	09:03:08.136			179210	13.00000000	88
2026.08.03	09:03:08.136			179220	12.00000000	56
2026.08.03	09:03:08.136			179225	1.00000000	56
2026.08.03	09:03:08.137			179220	18.00000000	56
2026.08.03	09:03:08.137			179225	4.00000000	56
2026.08.03	09:03:08.137			179225	16.00000000	56
2026.08.03	09:03:08.141			179225	1.00000000	56
2026.08.03	09:03:08.141			179220	3.00000000	56
2026.08.03	09:03:08.141			179225	10.00000000	56
2026.08.03	09:03:08.142			179220	11.00000000	56
2026.08.03	09:03:08.143			179220	6.00000000	56
2026.08.03	09:03:08.144			179215	3.00000000	56
2026.08.03	09:03:08.144			179220	5.00000000	56
2026.08.03	09:03:08.145			179215	7.00000000	56
2026.08.03	09:03:08.145			179215	3.00000000	56
2026.08.03	09:03:08.147			179220	11.00000000	56
2026.08.03	09:03:08.147			179220	20.00000000	56
2026.08.03	09:03:08.148			179215	10.00000000	56
2026.08.03	09:03:08.148			179220	1.00000000	56
2026.08.03	09:03:08.148			179215	2.00000000	56
2026.08.03	09:03:08.149			179220	26.00000000	56
2026.08.03	09:03:08.149			179220	11.00000000	56
2026.08.03	09:03:08.151			179225	30.00000000	56
2026.08.03	09:03:08.152			179230	1.00000000	56
2026.08.03	09:03:08.153			179225	7.00000000	56
2026.08.03	09:03:08.155			179230	10.00000000	56
2026.08.03	09:03:08.157			179225	27.00000000	56
2026.08.03	09:03:08.164			179225	7.00000000	56
2026.08.03	09:03:08.167			179230	1.00000000	56
2026.08.03	09:03:08.167			179225	3.00000000	56
2026.08.03	09:03:08.170			179230	2.00000000	56
2026.08.03	09:03:08.170			179225	7.00000000	56
2026.08.03	09:03:08.170			179230	4.00000000	56
2026.08.03	09:03:08.170			179220	1.00000000	56
2026.08.03	09:03:08.170			179225	14.00000000	56
2026.08.03	09:03:08.171			179230	1.00000000	56
2026.08.03	09:03:08.171			179225	14.00000000	56
2026.08.03	09:03:08.173			179220	10.00000000	56
2026.08.03	09:03:08.173			179225	1.00000000	56
2026.08.03	09:03:08.173			179220	33.00000000	56
2026.08.03	09:03:08.176			179215	3.00000000	56
2026.08.03	09:03:08.177			179220	2.00000000	56
2026.08.03	09:03:08.183			179215	10.00000000	56
2026.08.03	09:03:08.185			179220	35.00000000	56
2026.08.03	09:03:08.190			179220	2.00000000	56
2026.08.03	09:03:08.190			179215	7.00000000	56
2026.08.03	09:03:08.197			179215	1.00000000	56
2026.08.03	09:03:08.201			179210	4.00000000	88
2026.08.03	09:03:08.204			179205	9.00000000	88
2026.08.03	09:03:08.208			179210	1.00000000	88
2026.08.03	09:03:08.208			179205	4.00000000	88
2026.08.03	09:03:08.208			179210	20.00000000	88
2026.08.03	09:03:08.209			179215	19.00000000	56
2026.08.03	09:03:08.209			179220	26.00000000	56
2026.08.03	09:03:08.211			179215	2.00000000	56
2026.08.03	09:03:08.211			179220	2.00000000	56
2026.08.03	09:03:08.213			179215	4.00000000	56
2026.08.03	09:03:08.213			179210	1.00000000	88
2026.08.03	09:03:08.215			179215	1.00000000	56
2026.08.03	09:03:08.215			179220	1.00000000	56
2026.08.03	09:03:08.218			179215	1.00000000	56
2026.08.03	09:03:08.219			179220	20.00000000	56
2026.08.03	09:03:08.224			179215	2.00000000	56
2026.08.03	09:03:08.225			179220	3.00000000	56
2026.08.03	09:03:08.235			179225	18.00000000	56
2026.08.03	09:03:08.235			179220	1.00000000	56
2026.08.03	09:03:08.236			179225	3.00000000	56
2026.08.03	09:03:08.237			179230	1.00000000	56
2026.08.03	09:03:08.237			179235	1.00000000	56
2026.08.03	09:03:08.237			179230	3.00000000	56
2026.08.03	09:03:08.238			179225	10.00000000	56
2026.08.03	09:03:08.241			179230	20.00000000	56
2026.08.03	09:03:08.243			179235	20.00000000	56
2026.08.03	09:03:08.245			179240	6.00000000	56
2026.08.03	09:03:08.245			179235	1.00000000	56
2026.08.03	09:03:08.245			179240	15.00000000	56
2026.08.03	09:03:08.246			179245	1.00000000	56
2026.08.03	09:03:08.246			179250	11.00000000	56
2026.08.03	09:03:08.246			179245	1.00000000	56
2026.08.03	09:03:08.246			179250	10.00000000	56
2026.08.03	09:03:08.246			179255	67.00000000	56
2026.08.03	09:03:08.253			179250	27.00000000	56
2026.08.03	09:03:08.261			179255	1.00000000	56
2026.08.03	09:03:08.261			179250	8.00000000	56
2026.08.03	09:03:08.261			179245	20.00000000	56
2026.08.03	09:03:08.261			179240	22.00000000	56
2026.08.03	09:03:08.262			179250	1.00000000	56
2026.08.03	09:03:08.264			179250	5.00000000	56
2026.08.03	09:03:08.268			179245	3.00000000	56
2026.08.03	09:03:08.270			179250	4.00000000	56
2026.08.03	09:03:08.270			179245	1.00000000	56
2026.08.03	09:03:08.272			179255	30.00000000	56
2026.08.03	09:03:08.273			179255	16.00000000	56
2026.08.03	09:03:08.273	179255				2
2026.08.03	09:03:08.273		179260			4
2026.08.03	09:03:08.273			179260	25.00000000	56
2026.08.03	09:03:08.274			179265	42.00000000	56
2026.08.03	09:03:08.277			179260	5.00000000	56
2026.08.03	09:03:08.279			179265	13.00000000	56
2026.08.03	09:03:08.280			179260	2.00000000	56
2026.08.03	09:03:08.283			179260	13.00000000	56
2026.08.03	09:03:08.289			179255	4.00000000	88
2026.08.03	09:03:08.289			179260	17.00000000	56
2026.08.03	09:03:08.292			179255	25.00000000	88
2026.08.03	09:03:08.292			179250	15.00000000	88
2026.08.03	09:03:08.303			179245	6.00000000	88
2026.08.03	09:03:08.304			179250	3.00000000	88
2026.08.03	09:03:08.314			179250	7.00000000	88
2026.08.03	09:03:08.315			179250	6.00000000	88
2026.08.03	09:03:08.318			179250	3.00000000	88
2026.08.03	09:03:08.322			179250	1.00000000	88
2026.08.03	09:03:08.323			179255	3.00000000	88
2026.08.03	09:03:08.324			179260	7.00000000	56
2026.08.03	09:03:08.325			179260	6.00000000	56
2026.08.03	09:03:08.326			179255	5.00000000	88
2026.08.03	09:03:08.332			179250	6.00000000	88
2026.08.03	09:03:08.337			179255	1.00000000	88
2026.08.03	09:03:08.337			179260	5.00000000	56
2026.08.03	09:03:08.337			179265	4.00000000	56
2026.08.03	09:03:08.337			179260	4.00000000	56
2026.08.03	09:03:08.338			179255	6.00000000	88
2026.08.03	09:03:08.338			179250	6.00000000	88
2026.08.03	09:03:08.340			179260	1.00000000	56
2026.08.03	09:03:08.340			179250	5.00000000	88
2026.08.03	09:03:08.348			179255	3.00000000	88
2026.08.03	09:03:08.350			179250	4.00000000	88
2026.08.03	09:03:08.352			179260	3.00000000	56
2026.08.03	09:03:08.353			179255	25.00000000	88
2026.08.03	09:03:08.353			179260	5.00000000	56
2026.08.03	09:03:08.353			179255	1.00000000	88
2026.08.03	09:03:08.359			179255	1.00000000	88
2026.08.03	09:03:08.363			179260	2.00000000	56
2026.08.03	09:03:08.364			179255	1.00000000	88
2026.08.03	09:03:08.367			179260	2.00000000	56
2026.08.03	09:03:08.368			179255	7.00000000	88
2026.08.03	09:03:08.368			179260	2.00000000	56
2026.08.03	09:03:08.370			179260	1.00000000	56
2026.08.03	09:03:08.371			179255	7.00000000	88
2026.08.03	09:03:08.376			179260	7.00000000	56
2026.08.03	09:03:08.376			179265	36.00000000	56
2026.08.03	09:03:08.376			179270	5.00000000	56
2026.08.03	09:03:08.378			179265	12.00000000	56
2026.08.03	09:03:08.382			179270	3.00000000	56
2026.08.03	09:03:08.386			179265	15.00000000	56
2026.08.03	09:03:08.392			179270	1.00000000	56
2026.08.03	09:03:08.392			179265	2.00000000	56
2026.08.03	09:03:08.393			179260	9.00000000	56
2026.08.03	09:03:08.396			179255	7.00000000	88
2026.08.03	09:03:08.400			179255	2.00000000	88
2026.08.03	09:03:08.400			179250	3.00000000	88
2026.08.03	09:03:08.400			179255	1.00000000	88
2026.08.03	09:03:08.400			179260	8.00000000	56
2026.08.03	09:03:08.402			179265	2.00000000	56
2026.08.03	09:03:08.407			179255	1.00000000	88
2026.08.03	09:03:08.408			179265	1.00000000	56
2026.08.03	09:03:08.409			179255	6.00000000	88
2026.08.03	09:03:08.411			179260	1.00000000	56
2026.08.03	09:03:08.412			179265	2.00000000	56
2026.08.03	09:03:08.415			179260	4.00000000	56
2026.08.03	09:03:08.417			179255	2.00000000	88
2026.08.03	09:03:08.417			179260	2.00000000	56
2026.08.03	09:03:08.418			179255	6.00000000	88
2026.08.03	09:03:08.422			179265	4.00000000	56
2026.08.03	09:03:08.425			179260	1.00000000	56
2026.08.03	09:03:08.426			179265	2.00000000	56
2026.08.03	09:03:08.428			179260	3.00000000	56
2026.08.03	09:03:08.429			179255	1.00000000	88
2026.08.03	09:03:08.431			179265	11.00000000	56
2026.08.03	09:03:08.431			179265	4.00000000	56
2026.08.03	09:03:08.432			179270	2.00000000	56
2026.08.03	09:03:08.434			179265	2.00000000	56
2026.08.03	09:03:08.438			179260	1.00000000	56
2026.08.03	09:03:08.439			179265	1.00000000	56
2026.08.03	09:03:08.442			179260	2.00000000	56
2026.08.03	09:03:08.445			179265	1.00000000	56
2026.08.03	09:03:08.445			179260	1.00000000	56
2026.08.03	09:03:08.451			179255	4.00000000	88
2026.08.03	09:03:08.462			179255	22.00000000	88
2026.08.03	09:03:08.463			179255	13.00000000	88
2026.08.03	09:03:08.466			179255	4.00000000	88
2026.08.03	09:03:08.466			179250	2.00000000	88
2026.08.03	09:03:08.466			179245	55.00000000	88
2026.08.03	09:03:08.468			179250	20.00000000	88
2026.08.03	09:03:08.468			179245	9.00000000	88
2026.08.03	09:03:08.469			179240	5.00000000	88
2026.08.03	09:03:08.470			179235	14.00000000	88
2026.08.03	09:03:08.471			179230	4.00000000	88
2026.08.03	09:03:08.472			179225	10.00000000	88
2026.08.03	09:03:08.472			179220	2.00000000	88
2026.08.03	09:03:08.473			179215	3.00000000	88
2026.08.03	09:03:08.473			179220	24.00000000	88
2026.08.03	09:03:08.474			179225	5.00000000	88
2026.08.03	09:03:08.475			179235	2.00000000	88
2026.08.03	09:03:08.476			179230	2.00000000	88
2026.08.03	09:03:08.476			179225	6.00000000	88
2026.08.03	09:03:08.482			179230	7.00000000	88
2026.08.03	09:03:08.483			179235	1.00000000	88
2026.08.03	09:03:08.485			179230	2.00000000	88
2026.08.03	09:03:08.485			179225	5.00000000	88
2026.08.03	09:03:08.495			179230	4.00000000	88
2026.08.03	09:03:08.495			179230	58.00000000	88
2026.08.03	09:03:08.495			179230	110.00000000	88
2026.08.03	09:03:08.495			179235	50.00000000	88
2026.08.03	09:03:08.495			179240	23.00000000	88
2026.08.03	09:03:08.495			179240	5.00000000	88
2026.08.03	09:03:08.498			179230	3.00000000	88
2026.08.03	09:03:08.501			179225	2.00000000	88
2026.08.03	09:03:08.504			179235	8.00000000	88
2026.08.03	09:03:08.506			179225	13.00000000	88
2026.08.03	09:03:08.507			179220	1.00000000	88
2026.08.03	09:03:08.507			179225	1.00000000	88
2026.08.03	09:03:08.507			179230	4.00000000	88
2026.08.03	09:03:08.507			179225	3.00000000	88
2026.08.03	09:03:08.507			179230	18.00000000	88
2026.08.03	09:03:08.509			179225	1.00000000	88
2026.08.03	09:03:08.509			179235	10.00000000	88
2026.08.03	09:03:08.519			179225	14.00000000	88
2026.08.03	09:03:08.530			179220	5.00000000	88
2026.08.03	09:03:08.531			179225	1.00000000	88
2026.08.03	09:03:08.532			179220	4.00000000	88
2026.08.03	09:03:08.532			179215	16.00000000	88
2026.08.03	09:03:08.532			179215	1.00000000	88
2026.08.03	09:03:08.537			179220	2.00000000	88
2026.08.03	09:03:08.540			179220	1.00000000	88
2026.08.03	09:03:08.540			179225	1.00000000	88
2026.08.03	09:03:08.540			179220	4.00000000	88
2026.08.03	09:03:08.541			179225	2.00000000	88
2026.08.03	09:03:08.541			179220	1.00000000	88
2026.08.03	09:03:08.541			179225	4.00000000	88
2026.08.03	09:03:08.541			179230	3.00000000	88
2026.08.03	09:03:08.541			179230	5.00000000	88
2026.08.03	09:03:08.541			179220	1.00000000	88
2026.08.03	09:03:08.541			179215	3.00000000	88
2026.08.03	09:03:08.543			179220	2.00000000	88
2026.08.03	09:03:08.551			179215	1.00000000	88
2026.08.03	09:03:08.551			179225	30.00000000	88
2026.08.03	09:03:08.551			179220	1.00000000	88
2026.08.03	09:03:08.553			179215	4.00000000	88
2026.08.03	09:03:08.557			179220	11.00000000	88
2026.08.03	09:03:08.557			179225	13.00000000	88
2026.08.03	09:03:08.557			179230	40.00000000	88
2026.08.03	09:03:08.557			179235	36.00000000	88
2026.08.03	09:03:08.557			179210	2.00000000	88
2026.08.03	09:03:08.557			179225	1.00000000	88
2026.08.03	09:03:08.558			179215	22.00000000	88
2026.08.03	09:03:08.558			179220	1.00000000	88
2026.08.03	09:03:08.558			179215	6.00000000	88
2026.08.03	09:03:08.560			179210	1.00000000	88
2026.08.03	09:03:08.561			179215	2.00000000	88
2026.08.03	09:03:08.567			179210	1.00000000	88
2026.08.03	09:03:08.567			179215	1.00000000	88
2026.08.03	09:03:08.567			179220	1.00000000	88
2026.08.03	09:03:08.571			179210	3.00000000	88
2026.08.03	09:03:08.581			179215	2.00000000	88
2026.08.03	09:03:08.581			179220	1.00000000	88
2026.08.03	09:03:08.584			179215	2.00000000	88
2026.08.03	09:03:08.585			179210	5.00000000	88
2026.08.03	09:03:08.589			179220	1.00000000	88
2026.08.03	09:03:08.592			179210	1.00000000	88
2026.08.03	09:03:08.594			179220	5.00000000	88
2026.08.03	09:03:08.594			179225	17.00000000	88
2026.08.03	09:03:08.594			179230	3.00000000	88
2026.08.03	09:03:08.595			179225	2.00000000	88
2026.08.03	09:03:08.596			179220	2.00000000	88
2026.08.03	09:03:08.599			179230	1.00000000	88
2026.08.03	09:03:08.599			179225	3.00000000	88
2026.08.03	09:03:08.600			179225	1.00000000	88
2026.08.03	09:03:08.601			179220	10.00000000	88
2026.08.03	09:03:08.603			179220	3.00000000	120
2026.08.03	09:03:08.603			179225	1.00000000	120
2026.08.03	09:03:08.603			179220	11.00000000	120
2026.08.03	09:03:08.603			179215	5.00000000	120
2026.08.03	09:03:08.605			179225	8.00000000	120
2026.08.03	09:03:08.605			179220	11.00000000	120
2026.08.03	09:03:08.609			179215	9.00000000	120
2026.08.03	09:03:08.611			179220	7.00000000	120
2026.08.03	09:03:08.613			179215	3.00000000	120
2026.08.03	09:03:08.613			179210	2.00000000	88
2026.08.03	09:03:08.619			179215	1.00000000	120
2026.08.03	09:03:08.619			179210	20.00000000	88
2026.08.03	09:03:08.619			179205	11.00000000	88
2026.08.03	09:03:08.621			179210	5.00000000	88
2026.08.03	09:03:08.623	179210				2
2026.08.03	09:03:08.623			179215	4.00000000	120
2026.08.03	09:03:08.623			179220	6.00000000	120
2026.08.03	09:03:08.624		179215			4
2026.08.03	09:03:08.626			179210	6.00000000	88
2026.08.03	09:03:08.635			179205	9.00000000	88
2026.08.03	09:03:08.643			179210	11.00000000	88
2026.08.03	09:03:08.646			179215	12.00000000	56
2026.08.03	09:03:08.648			179220	2.00000000	56
2026.08.03	09:03:08.648			179215	1.00000000	56
2026.08.03	09:03:08.650			179220	3.00000000	56
2026.08.03	09:03:08.650			179225	7.00000000	56
2026.08.03	09:03:08.651			179215	4.00000000	56
2026.08.03	09:03:08.657			179225	30.00000000	56
2026.08.03	09:03:08.658			179215	5.00000000	56
2026.08.03	09:03:08.663			179220	6.00000000	56
2026.08.03	09:03:08.665			179225	3.00000000	56
2026.08.03	09:03:08.666			179215	1.00000000	56
2026.08.03	09:03:08.666			179220	3.00000000	56
2026.08.03	09:03:08.667			179220	3.00000000	56
2026.08.03	09:03:08.668			179225	3.00000000	56
2026.08.03	09:03:08.669			179220	1.00000000	56
2026.08.03	09:03:08.669			179225	5.00000000	56
2026.08.03	09:03:08.669			179230	5.00000000	56
2026.08.03	09:03:08.670			179220	1.00000000	56
2026.08.03	09:03:08.670			179225	11.00000000	56
2026.08.03	09:03:08.670			179230	1.00000000	56
2026.08.03	09:03:08.673			179220	1.00000000	56
2026.08.03	09:03:08.674			179225	11.00000000	56
2026.08.03	09:03:08.675			179230	2.00000000	56
2026.08.03	09:03:08.680			179225	3.00000000	56
2026.08.03	09:03:08.683			179230	1.00000000	56
2026.08.03	09:03:08.684			179225	6.00000000	56
2026.08.03	09:03:08.688			179220	1.00000000	56
2026.08.03	09:03:08.691			179230	1.00000000	56
2026.08.03	09:03:08.693			179225	2.00000000	56
2026.08.03	09:03:08.698			179230	14.00000000	56
2026.08.03	09:03:08.698			179235	49.00000000	56
2026.08.03	09:03:08.702			179230	9.00000000	56
2026.08.03	09:03:08.703			179225	13.00000000	56
2026.08.03	09:03:08.705			179220	2.00000000	56
2026.08.03	09:03:08.705			179225	4.00000000	56
2026.08.03	09:03:08.713			179230	1.00000000	56
2026.08.03	09:03:08.714			179225	9.00000000	56
2026.08.03	09:03:08.714			179220	6.00000000	56
2026.08.03	09:03:08.714			179215	18.00000000	56
2026.08.03	09:03:08.714			179210	17.00000000	88
2026.08.03	09:03:08.714			179225	7.00000000	56
2026.08.03	09:03:08.715			179230	12.00000000	56
2026.08.03	09:03:08.718			179230	3.00000000	56
2026.08.03	09:03:08.718			179235	2.00000000	56
2026.08.03	09:03:08.720			179230	1.00000000	56
2026.08.03	09:03:08.730			179230	3.00000000	56
2026.08.03	09:03:08.733			179225	8.00000000	56
2026.08.03	09:03:08.733			179220	17.00000000	56
2026.08.03	09:03:08.737			179225	8.00000000	56
2026.08.03	09:03:08.744			179220	5.00000000	56
2026.08.03	09:03:08.744			179225	2.00000000	56
2026.08.03	09:03:08.744			179220	2.00000000	56
2026.08.03	09:03:08.745			179225	10.00000000	56
2026.08.03	09:03:08.746			179220	1.00000000	56
2026.08.03	09:03:08.747			179225	2.00000000	56
2026.08.03	09:03:08.749			179220	1.00000000	56
2026.08.03	09:03:08.756			179220	4.00000000	56
2026.08.03	09:03:08.757			179225	6.00000000	56
2026.08.03	09:03:08.759			179230	18.00000000	56
2026.08.03	09:03:08.760			179225	1.00000000	56
2026.08.03	09:03:08.760			179230	1.00000000	56
2026.08.03	09:03:08.761			179230	1.00000000	56
2026.08.03	09:03:08.762			179235	1.00000000	56
2026.08.03	09:03:08.762			179225	3.00000000	56
2026.08.03	09:03:08.765			179225	1.00000000	56
2026.08.03	09:03:08.768			179225	7.00000000	56
2026.08.03	09:03:08.771			179235	2.00000000	56
2026.08.03	09:03:08.775			179230	2.00000000	56
2026.08.03	09:03:08.775			179225	3.00000000	56
2026.08.03	09:03:08.776			179235	1.00000000	56
2026.08.03	09:03:08.776			179240	11.00000000	56
2026.08.03	09:03:08.777			179240	1.00000000	56
2026.08.03	09:03:08.777			179235	2.00000000	56
2026.08.03	09:03:08.777			179230	10.00000000	56
2026.08.03	09:03:08.778			179225	11.00000000	56
2026.08.03	09:03:08.780			179220	2.00000000	56
2026.08.03	09:03:08.782			179220	3.00000000	56
2026.08.03	09:03:08.784			179225	5.00000000	56
2026.08.03	09:03:08.788			179220	3.00000000	56
2026.08.03	09:03:08.788			179215	22.00000000	56
2026.08.03	09:03:08.791			179220	6.00000000	56
2026.08.03	09:03:08.792			179215	26.00000000	56
2026.08.03	09:03:08.793			179215	3.00000000	56
2026.08.03	09:03:08.798			179210	11.00000000	88
2026.08.03	09:03:08.811			179215	1.00000000	56
2026.08.03	09:03:08.814			179210	16.00000000	88
2026.08.03	09:03:08.814			179205	11.00000000	88
2026.08.03	09:03:08.817			179210	3.00000000	88
2026.08.03	09:03:08.823			179205	14.00000000	88
2026.08.03	09:03:08.826			179205	1.00000000	88
2026.08.03	09:03:08.830			179200	14.00000000	88
2026.08.03	09:03:08.850			179205	2.00000000	88
2026.08.03	09:03:08.855			179200	6.00000000	88
2026.08.03	09:03:08.861			179205	1.00000000	88
2026.08.03	09:03:08.864			179205	18.00000000	88
2026.08.03	09:03:08.864			179210	9.00000000	88
2026.08.03	09:03:08.864			179210	8.00000000	88
2026.08.03	09:03:08.866			179200	21.00000000	88
2026.08.03	09:03:08.866			179195	19.00000000	88
2026.08.03	09:03:08.866			179200	1.00000000	88
2026.08.03	09:03:08.866			179195	1.00000000	88
2026.08.03	09:03:08.867			179200	3.00000000	88
2026.08.03	09:03:08.867			179195	11.00000000	88
2026.08.03	09:03:08.868			179190	6.00000000	88
2026.08.03	09:03:08.868			179190	2.00000000	88
2026.08.03	09:03:08.869			179185	36.00000000	88
2026.08.03	09:03:08.869			179180	28.00000000	88
2026.08.03	09:03:08.869			179185	3.00000000	88
2026.08.03	09:03:08.870			179185	5.00000000	88
2026.08.03	09:03:08.870			179180	1.00000000	88
2026.08.03	09:03:08.870			179185	2.00000000	88
2026.08.03	09:03:08.871			179190	2.00000000	88
2026.08.03	09:03:08.871			179185	7.00000000	88
2026.08.03	09:03:08.871			179190	15.00000000	88
2026.08.03	09:03:08.872			179185	6.00000000	88
2026.08.03	09:03:08.873			179180	1.00000000	88
2026.08.03	09:03:08.878			179190	18.00000000	88
2026.08.03	09:03:08.878			179195	7.00000000	88
2026.08.03	09:03:08.879			179190	1.00000000	88
2026.08.03	09:03:08.881			179185	2.00000000	88
2026.08.03	09:03:08.882			179180	5.00000000	88
2026.08.03	09:03:08.885			179185	2.00000000	88
2026.08.03	09:03:08.885			179190	14.00000000	88
2026.08.03	09:03:08.888			179185	10.00000000	88
2026.08.03	09:03:08.896			179180	1.00000000	88
2026.08.03	09:03:08.897			179190	8.00000000	88
2026.08.03	09:03:08.897			179195	5.00000000	88
2026.08.03	09:03:08.898			179200	3.00000000	88
2026.08.03	09:03:08.899			179205	1.00000000	88
2026.08.03	09:03:08.902			179200	14.00000000	88
2026.08.03	09:03:08.906			179195	1.00000000	88
2026.08.03	09:03:08.906			179200	1.00000000	88
2026.08.03	09:03:08.907			179195	1.00000000	88
2026.08.03	09:03:08.907			179195	3.00000000	88
2026.08.03	09:03:08.927			179200	20.00000000	88
2026.08.03	09:03:08.933			179205	1.00000000	88
2026.08.03	09:03:08.936			179200	1.00000000	88
